-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,127,127,127,127,-1,-1,-1,-1,-1,-1
-1,127,127,127,127,127,127,127,127,127,-1,-1,-1,127,127,127,127,127,127,-1,127,127,-1,-1,-1
-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,-1,127,-1
-1,127,-1,127,127,127,127,127,127,127,-1,127,127,127,127,127,127,127,127,-1,127,127,-1,127,-1
-1,127,-1,127,127,127,127,127,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,-1,127,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,127,-1,127,127,127,127,-1,127,127,-1,127,-1
-1,-1,73,74,74,74,74,74,74,75,-1,127,127,127,-1,127,127,127,127,-1,127,127,-1,127,-1
-1,-1,89,-1,-1,-1,-1,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,-1,127,-1
-1,-1,89,-1,127,127,127,127,-1,91,127,127,127,127,127,127,127,127,127,-1,127,127,-1,127,-1
-1,-1,89,-1,127,127,127,127,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,127,127,-1,127,-1
-1,-1,89,-1,127,127,127,127,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,127,127,-1,127,-1
-1,-1,89,-1,127,127,127,127,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,127,127,-1,127,-1
-1,-1,89,-1,-1,-1,-1,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,127,-1
-1,127,105,106,106,106,106,106,106,107,-1,127,127,127,127,127,127,127,127,-1,127,127,127,127,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,127,127,-1
-1,127,127,127,127,127,127,-1,127,-1,-1,-1,-1,127,127,127,127,127,127,127,127,127,127,127,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
